user_id,item_id,Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
2547,0,1000-Piece Puzzle,20.5,Adults,26.33,Mobile,Yes,EA Sports,Nintendo,2021,Adventure,Yes,20.6,Low,Excellent,Good,"Amazing game, but the gameplay is amazing.",Online,8
1388,2,Animal Crossing: New Horizons,36.9,Kids,40.23,Mobile,No,CD Projekt Red,Capcom,2017,Sports,Yes,55.0,Medium,Good,Good,"Great game, but too many bugs.",Online,4
2995,3,Bioshock Infinite,46.1,Teens,57.05,Mobile,Yes,EA Sports,Valve,2013,Puzzle,Yes,53.9,Ultra,Excellent,Poor,"Great game, but the gameplay is amazing.",Online,3
2678,36,The Legend of Zelda: Breath of the Wild,41.6,All Ages,48.23,Xbox,Yes,CD Projekt Red,Electronic Arts,2010,Fighting,Yes,58.3,Low,Average,Average,"Great game, but the graphics could be better.",Offline,2
1223,37,The Sims 4,27.7,Adults,32.64,Xbox,Yes,Game Freak,Epic Games,2020,Strategy,Yes,32.5,Low,Good,Good,"Disappointing game, but too many bugs.",Offline,10
718,33,Tekken 7,23.3,Kids,42.43,PlayStation,Yes,Innersloth,Epic Games,2013,Shooter,No,11.7,Low,Good,Excellent,"Disappointing game, but too many bugs.",Online,4
339,13,Half-Life: Alyx,40.6,Kids,55.15,Mobile,No,EA Sports,Take-Two Interactive,2015,Puzzle,No,47.1,Medium,Average,Excellent,"Amazing game, but the gameplay is amazing.",Online,4
659,17,Kingdom Hearts III,26.6,All Ages,28.84,Xbox,Yes,Rockstar Games,Epic Games,2012,Strategy,No,43.8,High,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Online,1
962,0,1000-Piece Puzzle,37.9,Kids,43.87,Xbox,Yes,Rockstar Games,Innersloth,2019,Sports,Yes,58.4,Low,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Online,6
429,17,Kingdom Hearts III,21.2,Adults,37.48,Xbox,No,Rockstar Games,Nintendo,2020,RPG,Yes,6.9,High,Excellent,Excellent,"Solid game, but the graphics could be better.",Online,6
899,23,Pokémon Scarlet & Violet,34.2,Kids,51.06,PC,No,CD Projekt Red,Epic Games,2019,Adventure,No,28.0,Ultra,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Online,2
139,13,Half-Life: Alyx,25.6,All Ages,29.0,PC,Yes,Bungie,Take-Two Interactive,2022,Sports,Yes,40.8,Low,Poor,Poor,"Great game, but too many bugs.",Offline,4
2990,1,Among Us,17.7,Teens,27.87,Mobile,No,Innersloth,Take-Two Interactive,2020,Strategy,No,12.9,High,Good,Excellent,"Great game, but too many bugs.",Online,7
542,9,Fortnite,33.3,Kids,42.28,PlayStation,No,Epic Games,Activision,2020,Puzzle,Yes,45.5,Low,Excellent,Poor,"Solid game, but the gameplay is amazing.",Online,3
2105,0,1000-Piece Puzzle,32.9,Kids,37.07,Nintendo Switch,No,Valve,Capcom,2017,Shooter,Yes,45.8,Medium,Average,Average,"Solid game, but the graphics could be better.",Offline,4
1256,23,Pokémon Scarlet & Violet,26.7,Adults,26.35,PlayStation,No,Capcom,Square Enix,2010,Puzzle,Yes,50.1,Ultra,Average,Excellent,"Great game, but the gameplay is amazing.",Online,3
2706,14,Halo Infinite,19.1,All Ages,38.34,PlayStation,Yes,Game Freak,Square Enix,2019,Action,No,5.6,Ultra,Excellent,Excellent,"Great game, but the gameplay is amazing.",Offline,1
2483,26,Rocket League,33.3,Kids,34.34,Xbox,No,Bungie,Valve,2023,Puzzle,No,48.6,Ultra,Good,Poor,"Great game, but too many bugs.",Online,6
384,21,Overwatch 2,31.4,Kids,26.2,Xbox,Yes,Capcom,Valve,2017,Adventure,No,56.3,Low,Average,Excellent,"Amazing game, but the gameplay is amazing.",Online,7
2608,18,League of Legends,40.6,Teens,48.94,PlayStation,No,Bungie,Nintendo,2022,Strategy,No,50.4,Ultra,Excellent,Good,"Disappointing game, but too many bugs.",Online,3
194,28,Spelunky 2,24.7,Teens,34.37,PC,Yes,CD Projekt Red,Activision,2012,Party,Yes,19.0,Medium,Poor,Good,"Solid game, but the graphics could be better.",Online,3
2582,38,The Witcher 3: Wild Hunt,40.9,Adults,49.18,Nintendo Switch,No,Innersloth,Electronic Arts,2011,Shooter,Yes,49.8,Ultra,Poor,Poor,"Great game, but the graphics could be better.",Offline,1
2566,38,The Witcher 3: Wild Hunt,30.0,Teens,36.08,PlayStation,Yes,EA Sports,Valve,2013,Adventure,No,45.0,Ultra,Good,Average,"Solid game, but the gameplay is amazing.",Offline,1
2764,10,Ghost of Tsushima,40.2,All Ages,49.1,Xbox,No,Rockstar Games,Valve,2019,Shooter,No,50.1,Ultra,Poor,Poor,"Disappointing game, but too many bugs.",Online,8
2799,29,Stardew Valley,42.0,Adults,53.5,Nintendo Switch,Yes,Game Freak,Activision,2015,Adventure,No,45.8,Low,Poor,Good,"Solid game, but too many bugs.",Offline,3
2233,1,Among Us,19.5,Kids,23.51,Mobile,Yes,CD Projekt Red,Capcom,2014,RPG,Yes,29.7,High,Poor,Poor,"Great game, but too many bugs.",Offline,3
1896,10,Ghost of Tsushima,19.2,All Ages,29.94,Mobile,No,Epic Games,Electronic Arts,2022,Sports,No,14.1,Low,Average,Good,"Solid game, but too many bugs.",Online,3
2340,29,Stardew Valley,32.7,Kids,41.78,Xbox,Yes,Rockstar Games,Epic Games,2021,Puzzle,No,32.9,Ultra,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,5
732,7,FIFA 24,25.4,Adults,29.01,Nintendo Switch,No,Innersloth,Take-Two Interactive,2014,Adventure,Yes,31.0,High,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,8
2164,25,Red Dead Redemption 2,29.0,All Ages,45.35,Nintendo Switch,Yes,Innersloth,Electronic Arts,2014,Sports,Yes,20.0,High,Good,Excellent,"Great game, but too many bugs.",Online,2
2873,25,Red Dead Redemption 2,31.8,Teens,33.75,Nintendo Switch,Yes,Game Freak,Electronic Arts,2020,Simulation,Yes,53.5,High,Average,Poor,"Amazing game, but the gameplay is amazing.",Offline,10
685,5,Counter-Strike: Global Offensive,32.4,Kids,28.83,Nintendo Switch,Yes,Valve,Valve,2023,Shooter,No,56.2,Medium,Average,Poor,"Amazing game, but too many bugs.",Online,2
82,3,Bioshock Infinite,30.8,Teens,39.17,Nintendo Switch,Yes,Epic Games,Take-Two Interactive,2012,Fighting,Yes,33.4,High,Good,Average,"Solid game, but too many bugs.",Online,8
2882,5,Counter-Strike: Global Offensive,22.4,All Ages,22.92,PC,Yes,EA Sports,Square Enix,2015,Puzzle,No,35.6,Low,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Online,7
2381,35,The Elder Scrolls V: Skyrim,36.0,Kids,41.39,Xbox,No,Nintendo,Square Enix,2023,Fighting,No,47.1,Low,Excellent,Average,"Great game, but the gameplay is amazing.",Offline,3
2605,2,Animal Crossing: New Horizons,28.2,Kids,36.01,Nintendo Switch,No,CD Projekt Red,Take-Two Interactive,2021,Strategy,No,30.3,Low,Average,Excellent,"Great game, but too many bugs.",Online,8
2383,14,Halo Infinite,27.7,Adults,48.62,Nintendo Switch,Yes,EA Sports,Capcom,2023,Party,Yes,7.1,High,Average,Average,"Amazing game, but the gameplay is amazing.",Offline,7
532,19,Mario Kart 8 Deluxe,19.2,All Ages,21.05,Mobile,Yes,EA Sports,Valve,2016,Action,No,32.3,High,Good,Good,"Disappointing game, but the gameplay is amazing.",Offline,3
1984,23,Pokémon Scarlet & Violet,41.7,Teens,58.94,Mobile,Yes,Rockstar Games,Capcom,2020,Adventure,No,36.9,High,Excellent,Average,"Amazing game, but too many bugs.",Offline,8
221,18,League of Legends,29.4,Kids,47.18,PC,Yes,Bungie,Epic Games,2017,Adventure,Yes,25.7,Medium,Average,Excellent,"Solid game, but the graphics could be better.",Offline,1
635,30,Street Fighter V,25.3,Adults,36.35,Xbox,No,Epic Games,Epic Games,2018,Fighting,Yes,17.6,High,Good,Good,"Amazing game, but the graphics could be better.",Offline,8
1770,7,FIFA 24,26.5,All Ages,35.56,Nintendo Switch,Yes,Epic Games,Innersloth,2022,Shooter,No,29.5,Low,Excellent,Good,"Amazing game, but too many bugs.",Offline,5
2371,28,Spelunky 2,47.4,All Ages,58.72,Mobile,Yes,Epic Games,Take-Two Interactive,2021,Sports,Yes,54.3,Ultra,Poor,Excellent,"Amazing game, but too many bugs.",Offline,1
1875,19,Mario Kart 8 Deluxe,32.6,All Ages,57.82,Mobile,No,EA Sports,Valve,2012,Puzzle,Yes,17.4,High,Average,Poor,"Great game, but the gameplay is amazing.",Offline,3
3,9,Fortnite,28.1,Teens,37.13,Nintendo Switch,No,CD Projekt Red,Take-Two Interactive,2013,Party,Yes,36.6,Low,Excellent,Good,"Amazing game, but too many bugs.",Offline,3
1718,32,Super Smash Bros. Ultimate,18.3,Adults,27.29,PC,No,Rockstar Games,Electronic Arts,2012,Strategy,Yes,10.0,Low,Poor,Excellent,"Great game, but the gameplay is amazing.",Online,2
206,12,Hades,24.5,Teens,21.44,Mobile,Yes,Rockstar Games,Square Enix,2015,Party,Yes,51.7,Medium,Average,Average,"Disappointing game, but the graphics could be better.",Online,2
1856,6,Cuphead,38.9,All Ages,53.05,Mobile,No,CD Projekt Red,Nintendo,2020,Shooter,No,45.3,Medium,Average,Good,"Great game, but the graphics could be better.",Online,4
40,11,Grand Theft Auto V,32.3,Teens,59.56,Xbox,No,Rockstar Games,Electronic Arts,2015,Party,No,13.5,Low,Average,Good,"Great game, but too many bugs.",Online,5
2107,26,Rocket League,19.3,Adults,27.59,Nintendo Switch,No,Capcom,Nintendo,2017,Fighting,No,15.8,Medium,Good,Good,"Solid game, but too many bugs.",Online,2
2999,28,Spelunky 2,28.5,Teens,32.68,PC,No,Valve,Nintendo,2016,Shooter,No,35.8,Low,Poor,Poor,"Amazing game, but too many bugs.",Offline,2
2622,5,Counter-Strike: Global Offensive,28.8,Kids,32.54,Mobile,No,Rockstar Games,Capcom,2014,Strategy,No,42.5,Medium,Poor,Good,"Solid game, but the gameplay is amazing.",Online,1
644,3,Bioshock Infinite,35.0,All Ages,40.89,PC,Yes,Innersloth,Capcom,2019,Action,Yes,47.7,Ultra,Good,Average,"Disappointing game, but the gameplay is amazing.",Online,8
1531,22,Pillars of Eternity II: Deadfire,21.9,Kids,27.17,Xbox,Yes,EA Sports,Innersloth,2018,Strategy,No,25.0,Low,Average,Poor,"Disappointing game, but too many bugs.",Offline,5
1908,17,Kingdom Hearts III,31.1,Adults,27.12,PlayStation,No,Game Freak,Electronic Arts,2021,Strategy,No,53.8,Ultra,Poor,Average,"Amazing game, but the graphics could be better.",Offline,10
2891,22,Pillars of Eternity II: Deadfire,19.2,Teens,24.8,Nintendo Switch,Yes,CD Projekt Red,Take-Two Interactive,2016,Action,No,26.3,Ultra,Excellent,Poor,"Disappointing game, but the gameplay is amazing.",Offline,10
2667,12,Hades,35.5,Teens,57.02,Xbox,No,Nintendo,Square Enix,2020,Adventure,No,24.6,Ultra,Poor,Excellent,"Great game, but too many bugs.",Offline,5
2144,16,Just Dance 2024,24.4,Adults,26.24,PlayStation,Yes,Nintendo,Nintendo,2016,Strategy,Yes,32.6,Medium,Average,Average,"Solid game, but the graphics could be better.",Online,3
898,6,Cuphead,16.1,Kids,29.99,PC,No,Valve,Activision,2013,Sports,No,9.0,Ultra,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,4
1086,18,League of Legends,33.6,Teens,43.46,PC,Yes,Rockstar Games,Square Enix,2023,RPG,Yes,43.9,High,Good,Excellent,"Amazing game, but too many bugs.",Online,8
1280,7,FIFA 24,44.2,All Ages,57.96,PC,No,CD Projekt Red,Capcom,2022,Fighting,Yes,54.5,Medium,Good,Good,"Disappointing game, but too many bugs.",Offline,6
2609,15,Hitman 3,24.1,Kids,20.91,PC,No,CD Projekt Red,Nintendo,2022,Puzzle,Yes,40.3,High,Poor,Poor,"Great game, but too many bugs.",Offline,10
2953,30,Street Fighter V,23.9,Teens,40.3,PlayStation,Yes,Valve,Nintendo,2021,Simulation,Yes,14.7,Ultra,Good,Poor,"Great game, but the gameplay is amazing.",Online,5
2396,29,Stardew Valley,26.4,Teens,38.45,Mobile,Yes,Nintendo,Take-Two Interactive,2012,Sports,Yes,23.6,Low,Average,Good,"Great game, but too many bugs.",Offline,3
671,8,Fall Guys,31.2,Teens,52.72,PC,No,Capcom,Epic Games,2017,Puzzle,No,17.0,Low,Poor,Average,"Amazing game, but the graphics could be better.",Online,2
1506,8,Fall Guys,18.4,Adults,23.33,PC,Yes,CD Projekt Red,Valve,2014,RPG,No,24.4,Low,Good,Good,"Disappointing game, but too many bugs.",Offline,8
2365,21,Overwatch 2,27.6,Adults,25.8,PlayStation,No,Bungie,Nintendo,2017,Sports,No,47.6,Low,Average,Average,"Disappointing game, but the gameplay is amazing.",Online,4
719,18,League of Legends,27.3,Kids,38.64,Xbox,Yes,CD Projekt Red,Electronic Arts,2022,Party,No,27.2,Ultra,Poor,Average,"Solid game, but the gameplay is amazing.",Offline,6
1072,18,League of Legends,36.8,All Ages,55.02,PC,No,Game Freak,Innersloth,2014,Strategy,No,33.7,Medium,Average,Excellent,"Amazing game, but the gameplay is amazing.",Online,3
1956,9,Fortnite,21.0,Teens,27.68,PlayStation,No,Game Freak,Epic Games,2017,Strategy,Yes,22.9,High,Excellent,Average,"Great game, but too many bugs.",Online,10
1160,7,FIFA 24,43.0,Teens,58.98,Xbox,Yes,Rockstar Games,Valve,2016,RPG,Yes,44.4,Low,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Offline,10
250,24,Portal 2,41.2,All Ages,52.95,Nintendo Switch,No,Nintendo,Nintendo,2019,RPG,No,49.2,Low,Excellent,Poor,"Great game, but too many bugs.",Online,8
2362,32,Super Smash Bros. Ultimate,12.8,Kids,20.95,Nintendo Switch,Yes,Valve,Square Enix,2022,Party,Yes,6.2,Low,Poor,Good,"Solid game, but too many bugs.",Offline,3
1893,13,Half-Life: Alyx,33.6,Teens,37.19,Mobile,Yes,EA Sports,Take-Two Interactive,2020,Strategy,Yes,48.5,Low,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,6
1854,26,Rocket League,27.9,All Ages,30.06,PC,No,Bungie,Epic Games,2023,Fighting,No,40.8,Low,Average,Excellent,"Solid game, but the graphics could be better.",Offline,4
2855,19,Mario Kart 8 Deluxe,22.9,Adults,24.81,Nintendo Switch,No,Epic Games,Nintendo,2023,Fighting,Yes,29.6,Low,Excellent,Good,"Amazing game, but too many bugs.",Offline,10
1504,17,Kingdom Hearts III,44.4,Kids,53.93,PC,Yes,EA Sports,Epic Games,2014,Fighting,Yes,55.1,Low,Average,Average,"Disappointing game, but the graphics could be better.",Online,1
2533,11,Grand Theft Auto V,30.4,Kids,36.91,Nintendo Switch,No,Nintendo,Innersloth,2011,RPG,Yes,34.8,Low,Excellent,Average,"Disappointing game, but the graphics could be better.",Online,10
1235,18,League of Legends,23.4,Teens,35.38,Mobile,No,Capcom,Valve,2011,Action,Yes,25.5,High,Average,Good,"Great game, but too many bugs.",Online,7
44,25,Red Dead Redemption 2,35.0,Adults,38.58,Xbox,Yes,Bungie,Valve,2011,Action,No,47.5,Medium,Excellent,Average,"Great game, but too many bugs.",Offline,5
2619,13,Half-Life: Alyx,28.2,All Ages,54.21,Xbox,Yes,Valve,Take-Two Interactive,2015,Action,No,5.9,High,Poor,Poor,"Solid game, but too many bugs.",Offline,10
583,11,Grand Theft Auto V,20.7,Kids,25.8,Xbox,No,EA Sports,Square Enix,2016,Sports,No,28.6,Ultra,Excellent,Excellent,"Amazing game, but the gameplay is amazing.",Online,2
1289,34,Tetris,16.8,All Ages,28.64,Mobile,Yes,Game Freak,Electronic Arts,2022,Sports,No,13.1,High,Poor,Good,"Great game, but too many bugs.",Offline,2
2943,20,Minecraft,25.9,Kids,25.1,PC,Yes,Rockstar Games,Take-Two Interactive,2016,Fighting,No,50.5,Ultra,Average,Poor,"Amazing game, but too many bugs.",Online,10
220,37,The Sims 4,35.2,Teens,40.97,Nintendo Switch,Yes,Bungie,Electronic Arts,2023,Fighting,Yes,52.4,Low,Excellent,Good,"Solid game, but too many bugs.",Offline,8
1926,16,Just Dance 2024,27.5,All Ages,27.92,PlayStation,No,Game Freak,Square Enix,2016,RPG,Yes,46.7,Medium,Average,Poor,"Disappointing game, but too many bugs.",Offline,7
2973,19,Mario Kart 8 Deluxe,28.4,Adults,30.07,Nintendo Switch,No,Valve,Activision,2016,Simulation,Yes,44.2,High,Excellent,Poor,"Great game, but the gameplay is amazing.",Online,2
2449,18,League of Legends,27.9,Adults,20.41,Xbox,No,Bungie,Electronic Arts,2014,Shooter,Yes,55.6,High,Excellent,Average,"Solid game, but the gameplay is amazing.",Offline,7
2775,19,Mario Kart 8 Deluxe,35.3,Kids,44.64,Nintendo Switch,No,Bungie,Electronic Arts,2011,Party,Yes,45.9,Medium,Good,Average,"Great game, but the gameplay is amazing.",Online,6
991,16,Just Dance 2024,24.1,Teens,39.57,PC,No,CD Projekt Red,Nintendo,2020,Sports,Yes,12.7,Low,Poor,Excellent,"Amazing game, but the graphics could be better.",Online,4
2947,16,Just Dance 2024,34.9,Kids,35.41,Mobile,No,EA Sports,Epic Games,2021,Sports,Yes,52.4,Low,Average,Good,"Solid game, but too many bugs.",Online,8
1813,19,Mario Kart 8 Deluxe,36.8,Adults,44.78,Mobile,No,Rockstar Games,Epic Games,2016,Adventure,No,48.1,High,Average,Average,"Great game, but too many bugs.",Online,10
858,2,Animal Crossing: New Horizons,19.2,Teens,34.31,Mobile,No,Rockstar Games,Nintendo,2022,Shooter,Yes,8.0,High,Good,Poor,"Solid game, but the graphics could be better.",Online,4
804,32,Super Smash Bros. Ultimate,35.1,Teens,41.59,PlayStation,Yes,EA Sports,Square Enix,2016,Puzzle,Yes,47.3,Ultra,Good,Average,"Solid game, but the graphics could be better.",Online,5
490,3,Bioshock Infinite,41.0,Kids,55.52,PlayStation,Yes,Nintendo,Take-Two Interactive,2017,Party,No,50.4,Low,Excellent,Average,"Amazing game, but too many bugs.",Offline,2
1781,3,Bioshock Infinite,42.2,Adults,49.02,Xbox,Yes,Rockstar Games,Take-Two Interactive,2013,RPG,Yes,54.3,High,Poor,Poor,"Amazing game, but too many bugs.",Offline,5
1494,10,Ghost of Tsushima,25.2,Teens,23.12,Nintendo Switch,Yes,EA Sports,Innersloth,2019,Party,Yes,49.1,High,Average,Poor,"Disappointing game, but the graphics could be better.",Offline,10
2986,17,Kingdom Hearts III,16.9,All Ages,21.1,Nintendo Switch,Yes,CD Projekt Red,Valve,2022,Adventure,Yes,14.5,Medium,Average,Good,"Great game, but the graphics could be better.",Offline,1
2892,0,1000-Piece Puzzle,25.4,Kids,38.47,Nintendo Switch,No,Rockstar Games,Capcom,2011,Strategy,No,19.7,Ultra,Good,Excellent,"Amazing game, but too many bugs.",Offline,6
1706,17,Kingdom Hearts III,20.2,Kids,36.95,Nintendo Switch,Yes,Game Freak,Electronic Arts,2023,Sports,No,9.6,Medium,Poor,Excellent,"Amazing game, but too many bugs.",Online,8
2315,0,1000-Piece Puzzle,28.1,Adults,23.52,Xbox,Yes,Valve,Electronic Arts,2012,Puzzle,Yes,57.9,Medium,Average,Good,"Amazing game, but the graphics could be better.",Online,3
54,14,Halo Infinite,32.9,Adults,34.46,PC,Yes,CD Projekt Red,Valve,2014,Action,Yes,46.9,Ultra,Average,Good,"Solid game, but too many bugs.",Online,4
2576,3,Bioshock Infinite,35.8,All Ages,48.92,Xbox,Yes,Game Freak,Take-Two Interactive,2021,Simulation,Yes,36.8,Ultra,Average,Excellent,"Great game, but too many bugs.",Online,5
616,3,Bioshock Infinite,22.6,Teens,30.1,PC,No,Bungie,Epic Games,2019,Adventure,Yes,23.2,Ultra,Poor,Good,"Disappointing game, but the graphics could be better.",Offline,5
1083,20,Minecraft,34.6,Adults,53.32,PC,No,CD Projekt Red,Epic Games,2011,Party,Yes,31.6,Ultra,Excellent,Average,"Disappointing game, but the graphics could be better.",Offline,2
1849,17,Kingdom Hearts III,24.3,Kids,36.5,PlayStation,Yes,Innersloth,Valve,2013,RPG,No,18.8,Medium,Excellent,Excellent,"Solid game, but too many bugs.",Online,8
955,5,Counter-Strike: Global Offensive,31.3,All Ages,32.16,Nintendo Switch,Yes,EA Sports,Square Enix,2023,Sports,Yes,45.1,High,Poor,Average,"Great game, but the graphics could be better.",Offline,6
2434,30,Street Fighter V,20.0,Teens,23.32,Nintendo Switch,No,Epic Games,Epic Games,2015,Puzzle,Yes,22.7,Ultra,Good,Good,"Amazing game, but the graphics could be better.",Offline,1
1630,9,Fortnite,28.4,Kids,47.13,Mobile,Yes,Capcom,Electronic Arts,2019,Action,Yes,18.9,High,Good,Excellent,"Amazing game, but too many bugs.",Offline,4
2782,4,Call of Duty: Modern Warfare 2,19.6,Kids,20.58,Xbox,No,Nintendo,Innersloth,2011,Simulation,Yes,31.5,Ultra,Average,Excellent,"Solid game, but the graphics could be better.",Offline,6
2764,14,Halo Infinite,36.0,Teens,40.93,PC,Yes,EA Sports,Nintendo,2023,Shooter,No,57.0,High,Average,Excellent,"Solid game, but the gameplay is amazing.",Offline,5
650,0,1000-Piece Puzzle,30.2,Kids,54.28,PlayStation,No,Capcom,Square Enix,2021,Puzzle,No,14.1,Low,Good,Poor,"Solid game, but the gameplay is amazing.",Online,2
2348,21,Overwatch 2,34.3,All Ages,38.75,PC,Yes,Bungie,Electronic Arts,2014,Action,No,55.2,Ultra,Average,Excellent,"Solid game, but the gameplay is amazing.",Offline,1
395,37,The Sims 4,39.0,Adults,48.92,Xbox,No,Rockstar Games,Epic Games,2019,Simulation,No,42.1,High,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,6
1360,37,The Sims 4,17.8,Teens,22.34,Nintendo Switch,Yes,Innersloth,Innersloth,2021,Simulation,No,19.6,Low,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,4
2641,13,Half-Life: Alyx,24.6,Adults,35.77,Xbox,No,Valve,Innersloth,2011,Simulation,Yes,26.1,Ultra,Poor,Average,"Amazing game, but the graphics could be better.",Online,6
2562,23,Pokémon Scarlet & Violet,22.6,Adults,25.85,Nintendo Switch,Yes,Valve,Innersloth,2019,Fighting,Yes,32.8,Medium,Poor,Average,"Solid game, but the gameplay is amazing.",Online,6
2444,21,Overwatch 2,18.5,Adults,29.94,PlayStation,Yes,Game Freak,Valve,2019,Sports,No,6.0,Low,Poor,Good,"Solid game, but too many bugs.",Offline,3
371,36,The Legend of Zelda: Breath of the Wild,36.1,Kids,43.2,Xbox,No,Rockstar Games,Capcom,2021,Puzzle,Yes,48.2,Low,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,6
858,8,Fall Guys,35.1,All Ages,57.13,Nintendo Switch,Yes,Nintendo,Valve,2015,Puzzle,No,28.3,Medium,Average,Excellent,"Disappointing game, but too many bugs.",Online,6
791,0,1000-Piece Puzzle,30.9,Teens,44.02,Mobile,Yes,Innersloth,Take-Two Interactive,2014,Shooter,Yes,25.8,High,Excellent,Poor,"Disappointing game, but the gameplay is amazing.",Offline,6
658,13,Half-Life: Alyx,35.5,All Ages,48.54,Mobile,Yes,EA Sports,Square Enix,2023,Sports,No,31.3,Low,Excellent,Good,"Great game, but the graphics could be better.",Online,1
2784,4,Call of Duty: Modern Warfare 2,29.6,Adults,31.66,PlayStation,Yes,EA Sports,Activision,2023,Sports,Yes,43.2,Ultra,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,1
1393,4,Call of Duty: Modern Warfare 2,17.8,Teens,24.66,Nintendo Switch,Yes,Rockstar Games,Epic Games,2014,Shooter,No,13.6,High,Average,Average,"Solid game, but the gameplay is amazing.",Offline,7
384,13,Half-Life: Alyx,41.8,Teens,59.66,PC,No,Bungie,Take-Two Interactive,2014,Shooter,No,34.8,High,Good,Poor,"Great game, but the gameplay is amazing.",Offline,8
2110,34,Tetris,21.8,Adults,43.57,Xbox,No,Valve,Electronic Arts,2016,Puzzle,No,5.8,Medium,Poor,Poor,"Great game, but the graphics could be better.",Online,1
2553,11,Grand Theft Auto V,23.7,All Ages,46.54,Xbox,No,Innersloth,Epic Games,2010,Puzzle,Yes,5.4,Low,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,2
239,23,Pokémon Scarlet & Violet,28.2,Teens,52.18,PC,Yes,Game Freak,Square Enix,2021,Action,No,6.5,Medium,Average,Excellent,"Solid game, but the graphics could be better.",Online,1
195,15,Hitman 3,29.3,Adults,35.59,PC,Yes,Nintendo,Valve,2012,Strategy,No,35.0,Low,Excellent,Average,"Amazing game, but too many bugs.",Offline,1
2726,19,Mario Kart 8 Deluxe,22.0,Kids,35.48,Nintendo Switch,Yes,Bungie,Electronic Arts,2018,RPG,No,15.4,Ultra,Average,Poor,"Amazing game, but the graphics could be better.",Online,6
2109,38,The Witcher 3: Wild Hunt,41.9,Kids,58.2,PlayStation,Yes,Game Freak,Activision,2013,Simulation,Yes,37.7,High,Poor,Poor,"Solid game, but too many bugs.",Online,7
1153,1,Among Us,17.4,All Ages,21.55,Mobile,No,Valve,Innersloth,2021,Adventure,Yes,24.5,High,Excellent,Good,"Amazing game, but the gameplay is amazing.",Online,8
2733,6,Cuphead,22.1,Teens,27.69,PC,Yes,EA Sports,Electronic Arts,2013,Adventure,Yes,25.6,Low,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Offline,10
2016,25,Red Dead Redemption 2,32.4,Kids,43.25,PC,Yes,Nintendo,Capcom,2019,Simulation,No,39.0,Medium,Poor,Average,"Amazing game, but the graphics could be better.",Offline,1
156,16,Just Dance 2024,16.8,All Ages,30.9,PlayStation,Yes,Innersloth,Nintendo,2023,Party,Yes,7.1,Low,Average,Average,"Solid game, but the gameplay is amazing.",Offline,7
923,20,Minecraft,20.1,All Ages,23.59,PC,No,Epic Games,Epic Games,2016,Adventure,Yes,26.4,Low,Good,Average,"Solid game, but the graphics could be better.",Offline,8
2916,19,Mario Kart 8 Deluxe,33.8,Teens,38.02,Nintendo Switch,No,Nintendo,Activision,2010,Fighting,No,48.5,Medium,Good,Poor,"Amazing game, but the graphics could be better.",Offline,5
2951,29,Stardew Valley,32.5,Teens,44.01,PC,No,Rockstar Games,Epic Games,2010,Adventure,No,39.1,Ultra,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Online,3
1610,21,Overwatch 2,20.1,Teens,20.19,PlayStation,Yes,Game Freak,Valve,2016,Fighting,No,32.3,Low,Poor,Average,"Great game, but the gameplay is amazing.",Offline,6
975,28,Spelunky 2,34.2,Teens,53.65,PlayStation,Yes,Game Freak,Innersloth,2013,RPG,No,21.3,Low,Excellent,Poor,"Great game, but the graphics could be better.",Online,6
1231,35,The Elder Scrolls V: Skyrim,32.7,Teens,47.97,Xbox,No,CD Projekt Red,Valve,2021,Fighting,Yes,33.0,High,Poor,Excellent,"Great game, but the gameplay is amazing.",Offline,6
2436,29,Stardew Valley,30.6,All Ages,42.04,PlayStation,No,Capcom,Valve,2013,Simulation,No,30.2,Medium,Good,Average,"Great game, but the gameplay is amazing.",Online,2
1815,34,Tetris,28.6,Teens,51.18,Mobile,No,Valve,Square Enix,2023,Strategy,Yes,12.8,Ultra,Average,Average,"Amazing game, but the graphics could be better.",Offline,5
2935,17,Kingdom Hearts III,30.3,Kids,58.4,Mobile,Yes,CD Projekt Red,Capcom,2022,Shooter,No,6.3,Ultra,Excellent,Good,"Disappointing game, but the graphics could be better.",Online,5
